trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,is_gamification,answer_given,shots_fired,shots_fired_total,ship_name,ship_color,lives,level,enemies_on_screen
1,9976,1903,True,17,13 x 2,26,2 x 13,0.3,1,True,26,2,2,pointy_boy,red,3,1,0
2,21519,3490,True,17,13 x 2,26,2 x 13,0.3,1,[True],26,1,3,['pointy_boy'],['red'],3,1,0
