trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,is_gamification,answer_given,shots_fired,shots_fired_total,ship_name,ship_color,lives,level,enemies_on_screen
1,17380,2198,True,12,9 x 5,45,5 x 9,0.3,1,True,45,3,3,commander_cosmonaut,purple,3,1,0
