trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,group_number,ID_code_1,ID_code_2,is_gamification,answer_given,shots_fired,shots_fired_total,ship_name,ship_color,lives,level,enemies_on_screen
1,5374,4868,False,63,17 x 8,136,8 x 17,0.3,1,2,Y414,R414,True,4,1,1,pointy_boy,red,3,1,4
