trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,group_number,ID_code_1,ID_code_2,is_gamification,answer_given
1,1794,971,False,14,7 x 7,49,7 x 7,0.3,1,1,X868,D228,False,2
