trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,group_number,ID_code_1,ID_code_2,is_gamification,answer_given
1,2106,1051,False,26,18 x 3,54,3 x 18,0.3,1,1,x559,Y335,False,
