trial,start_time,rt,correct,fact_id,question,answer,question2,alpha,block,group_number,ID_code_1,ID_code_2,is_gamification,answer_given
1,2046,1239,False,10,7 x 3,21,3 x 7,0.3,1,1,Q554,b294,False,
